synthetic_ratio,mauve,perplexity
0.0,0.01679440784961652,20.99138456330449
0.25,0.015849807405696525,21.39156134159606
0.5,0.0162731598283899,21.69066025422226
0.75,0.01593887034582668,22.034427647526478
1.0,0.01642032463465213,31.666935874567006
