syn_source,p_syn,delta_mean,delta_std,ppl_mean,ppl_std,rep_mean,n_runs
cosmopedia,0.0,0.16204898696749903,0.05380893196947102,13.600709712907246,0.6570498534276717,0.07195827374678902,3
cosmopedia,0.1,0.2006807912787882,0.04401426728054726,13.967661955591304,0.16884223731168252,0.05494791906188285,3
cosmopedia,0.25,0.2971440972356606,0.051690209358289184,14.48046515471789,0.024651022816720533,0.05138296718213169,3
cosmopedia,0.38,0.41001685390595743,0.008987820589426956,14.386066009291506,0.49186001103098975,0.03990884043935957,3
cosmopedia,0.5,0.5305130185437309,0.03588913791656293,14.690629029248997,0.20163086643003733,0.02888049953289722,3
cosmopedia,0.75,0.6556927203197763,0.024415458298739073,14.606027716504784,0.6688922622665159,0.02072298766546553,3
cosmopedia,0.9,0.7326149561887361,0.024286635077965864,15.023725576702207,0.28274921147254406,0.014541849777179863,3
cosmopedia,1.0,0.7592261988115506,0.015220203792085192,20.078503542985747,0.1043951715629386,0.008281538287147824,3
